tweet_id,retweet_count,favorite_count
819006400881917954,20024,47244
819004803107983360,38937,90678
818646164899774465,22165,0
818627210458333184,7952,23348
818614493328580609,2731,10298
818588835076603904,6512,0
818536468981415936,2618,11401
818307523543449600,8610,0
818259473185828864,2413,11520
818145370475810820,2735,12826
817908911860748288,839,5076
817827839487737858,28747,54144
817777686764523521,2847,11215
817536400337801217,3177,12325
817502432452313088,3597,0
817423860136083457,15727,35628
817415592588222464,1019,5870
817181837579653120,8981,0
817171292965273600,2137,9140
817120970343411712,2755,12762
817056546584727552,1742,8984
816829038950027264,4995,0
816816676327063552,2162,10495
816697700272001025,2326,10254
816450570814898180,8610,31970
816336735214911488,2061,9005
816091915477250048,2286,9353
816062466425819140,1097,0
816014286006976512,5608,0
815990720817401858,1097,5210
815966073409433600,8981,23460
815745968457060357,4392,0
815736392542261248,2404,10307
815639385530101762,1738,8611
815390420867969024,4032,10850
814986499976527872,1366,8014
814638523311648768,2872,11805
814578408554463233,6168,0
814530161257443328,1965,9054
814153002265309185,9213,30190
813944609378369540,3379,0
813910438903693312,1986,9750
813812741911748608,14842,38159
813800681631023104,1870,8754
813217897535406080,7769,19566
813202720496779264,1911,9650
813187593374461952,4642,20823
813172488309972993,2037,9752
813157409116065792,2351,8134
813142292504645637,2510,8858
813130366689148928,475,4684
813127251579564032,3326,12424
813112105746448384,2929,10812
813096984823349248,3839,11036
813081950185472002,2945,10346
813066809284972545,2071,8359
813051746834595840,7804,21980
812781120811126785,2035,7955
812709060537683968,1517,6953
812503143955202048,1301,6371
812466873996607488,2048,8381
812372279581671427,3901,14371
811985624773361665,1493,7623
811744202451197953,1694,7926
811647686436880384,788,5868
811627233043480576,3302,13412
811386762094317568,6784,21925
810984652412424192,1536,5607
810896069567610880,1890,9491
810657578271330305,2821,11522
810284430598270976,12091,37096
810254108431155201,3562,15426
809920764300447744,4172,16268
809808892968534016,5197,0
809448704142938112,1557,7286
809220051211603969,5973,20928
809084759137812480,3748,13891
808838249661788160,3250,10621
808733504066486276,2307,8312
808501579447930884,2763,11858
808344865868283904,22165,44702
808134635716833280,6325,0
808106460588765185,2344,9210
808001312164028416,3767,13200
807621403335917568,3893,15298
807106840509214720,59165,124640
807059379405148160,7789,0
807010152071229440,4087,13726
806629075125202948,37010,78780
806620845233815552,5895,0
806576416489959424,2060,5110
806542213899489280,2505,10750
806242860592926720,12408,0
806219024703037440,1271,6765
805958939288408065,5712,0
805932879469572096,2040,8703
805826884734976000,1951,6914
805823200554876929,8554,0
805520635690676224,1754,6050
805487436403003392,2694,9245
805207613751304193,1815,8198
804738756058218496,4085,14416
804475857670639616,2145,6451
804413760345620481,3434,0
804026241225523202,17231,46871
803773340896923648,2942,10563
803692223237865472,7906,0
803638050916102144,4385,11533
803380650405482500,1979,8156
803321560782307329,5664,0
803276597545603072,2622,10547
802952499103731712,2137,9499
802624713319034886,3102,0
802600418706604034,1573,7480
802572683846291456,2674,9414
802323869084381190,6209,17052
802265048156610565,1447,6942
802239329049477120,2789,9538
802185808107208704,283,0
801958328846974976,1817,8132
801854953262350336,248,1860
801538201127157760,2200,8622
801285448605831168,884,6368
801167903437357056,6325,25802
801127390143516673,4216,0
801115127852503040,2234,8494
800859414831898624,101,722
800855607700029440,1726,0
800751577355128832,2962,11071
800513324630806528,3204,13827
800459316964663297,2303,9985
800443802682937345,4592,0
800388270626521089,2991,11734
800188575492947969,4211,0
800141422401830912,2713,16116
800018252395122689,14036,29875
799774291445383169,4984,0
799757965289017345,2310,8832
799422933579902976,2045,8476
799308762079035393,5866,0
799297110730567681,2945,10424
799063482566066176,2631,8501
798933969379225600,4772,13808
798925684722855936,1515,7848
798705661114773508,7053,0
798701998996647937,8294,0
798697898615730177,6919,0
798694562394996736,5281,0
798686750113755136,2473,0
798682547630837760,5015,0
798673117451325440,5915,0
798665375516884993,4155,0
798644042770751489,1979,0
798628517273620480,2097,0
798585098161549313,6090,0
798576900688019456,6229,0
798340744599797760,3580,0
798209839306514432,2728,10931
797971864723324932,3339,12258
797545162159308800,5172,15296
797236660651966464,7072,21008
797165961484890113,28,237
796904159865868288,9478,0
796865951799083009,2025,8087
796759840936919040,3258,12479
796563435802726400,7762,0
796484825502875648,1877,7987
796387464403357696,4442,11583
796177847564038144,15256,0
796149749086875649,15256,34007
796125600683540480,1914,5210
796116448414461957,2573,9602
796080075804475393,2473,8917
796031486298386433,3942,11398
795464331001561088,25341,52387
795400264262053889,3071,10626
795076730285391872,5792,17076
794983741416415232,3598,0
794926597468000259,2457,10818
794355576146903043,10958,0
794332329137291264,2831,10080
794205286408003585,3534,9696
793962221541933056,5197,17698
793845145112371200,1992,9713
793614319594401792,3327,0
793601777308463104,1735,8401
793500921481273345,2534,11258
793286476301799424,9794,25905
793271401113350145,2535,9130
793256262322548741,8901,21058
793241302385262592,3496,11071
793226087023144960,3058,10363
793210959003287553,2989,9410
793195938047070209,6002,16088
793180763617361921,2126,7307
793165685325201412,2964,9915
793150605191548928,1810,6508
793135492858580992,2648,6797
793120401413079041,4164,13364
792913359805018113,4247,15097
792883833364439040,4546,11900
792773781206999040,1788,7732
792394556390137856,4566,14135
792050063153438720,1923,7542
791821351946420224,22448,0
791784077045166082,10256,0
791780927877898241,4066,0
791774931465953280,23631,47507
791672322847637504,3327,12361
791406955684368384,4392,13802
791312159183634433,2700,9245
791026214425268224,4377,0
790987426131050500,2269,10385
790946055508652032,4995,17509
790723298204217344,2462,0
790698755171364864,2039,8637
790581949425475584,7647,21755
790337589677002753,1985,8230
790277117346975746,3379,13210
790227638568808452,3800,0
789986466051088384,2462,9721
789960241177853952,4393,0
789903600034189313,4393,10908
789628658055020548,1892,7900
789599242079838210,2046,7114
789530877013393408,3598,12382
789314372632018944,2441,9069
789280767834746880,5257,0
789268448748703744,2764,9593
789137962068021249,2980,10208
788908386943430656,13208,28821
788765914992902144,10958,28812
788552643979468800,7662,0
788412144018661376,5623,16362
788178268662984705,2248,7604
788150585577050112,1380,6452
788070120937619456,3641,0
788039637453406209,1406,6466
787810552592695296,3251,9126
787717603741622272,2958,10750
787397959788929025,3012,11405
787322443945877504,1854,8189
787111942498508800,7173,0
786963064373534720,8469,27958
786729988674449408,2552,0
786709082849828864,6489,19134
786664955043049472,2715,11184
786595970293370880,3307,9892
786363235746385920,3721,11450
786286427768250368,3043,8376
786233965241827333,5068,16055
786051337297522688,162,1501
786036967502913536,7496,0
785927819176054784,3366,11950
785872687017132033,1933,7020
785639753186217984,2362,8208
785533386513321988,2119,9566
785515384317313025,1343,6402
785264754247995392,1735,7628
785170936622350336,5143,12650
784826020293709826,3434,10621
784517518371221505,2691,9398
784431430411685888,1365,5980
784183165795655680,8554,21113
784057939640352768,11807,31330
783839966405230592,11445,31483
783821107061198850,2076,7712
783695101801398276,3407,10947
783466772167098368,2376,8861
783391753726550016,5830,17691
783347506784731136,5934,0
783334639985389568,12408,30607
783085703974514689,2347,8540
782969140009107456,7789,25290
782747134529531904,1484,7836
782722598790725632,5712,18106
782598640137187329,1991,8160
782305867769217024,5913,17460
782021823840026624,6576,0
781955203444699136,3557,11652
781661882474196992,2863,10941
781655249211752448,1189,4188
781524693396357120,5895,21743
781308096455073793,2694,7468
781251288990355457,2214,8835
781163403222056960,2894,10250
780931614150983680,7762,22657
780858289093574656,2122,7530
780800785462489090,1379,5757
780601303617732608,3531,12673
780543529827336192,1832,6600
780496263422808064,3912,0
780476555013349377,121,0
780459368902959104,1139,5535
780192070812196864,2370,9099
780092040432480260,2441,0
780074436359819264,5284,12799
779834332596887552,7496,19845
779377524342161408,3289,9235
779124354206535695,19467,0
779123168116150273,3871,12368
779056095788752897,4792,15485
778990705243029504,7641,20929
778774459159379968,10516,0
778764940568104960,384,902
778748913645780993,1392,7215
778650543019483137,1590,6032
778624900596654080,1065,4849
778408200802557953,4582,14294
778396591732486144,12942,0
778383385161035776,1163,6117
778286810187399168,3478,10873
778039087836069888,2782,8871
778027034220126208,1708,6852
777953400541634568,3740,0
777885040357281792,1722,6645
777684233540206592,3102,11745
777641927919427584,4473,0
777621514455814149,2629,9156
777189768882946048,4550,14948
776819012571455488,14495,0
776813020089548800,1286,5097
776477788987613185,2935,9242
776249906839351296,9668,0
776218204058357768,16862,31333
776201521193218049,2661,10042
776113305656188928,4592,12273
776088319444877312,159,1919
775898661951791106,17352,0
775842724423557120,2821,12246
775733305207554048,4216,14476
775729183532220416,4844,13511
775364825476165632,3143,7751
775350846108426240,4111,10611
775085132600442880,4984,16256
774757898236878852,1875,8947
774639387460112384,1821,7016
774314403806253056,5866,22756
773985732834758656,4083,11191
773922284943896577,1835,6681
773704687002451968,1711,6900
773670353721753600,1374,5556
773547596996571136,6512,23063
773336787167145985,5366,0
773308824254029826,7873,24289
773247561583001600,3414,9842
773191612633579521,4354,10424
772877495989305348,4085,8941
772826264096874500,2465,8371
772615324260794368,3550,0
772581559778025472,1781,6763
772193107915964416,1458,6309
772152991789019136,1181,3958
772117678702071809,780,3929
772114945936949249,497,2830
772102971039580160,980,4178
771908950375665664,1994,6857
771770456517009408,3580,12526
771500966810099713,2758,8622
771380798096281600,5366,10953
771171053431250945,7943,0
771136648247640064,3075,9543
771102124360998913,1511,6515
771014301343748096,1737,7157
771004394259247104,229,0
770787852854652928,1275,5151
770772759874076672,1492,5404
770655142660169732,1843,7629
770414278348247044,2188,6568
770293558247038976,1567,6498
770093767776997377,3211,0
770069151037685760,2412,7894
769940425801170949,10106,32712
769695466921623552,1744,6663
769335591808995329,8100,0
769212283578875904,1804,5635
768970937022709760,6866,15031
768909767477751808,2824,0
768855141948723200,936,4375
768609597686943744,1265,4289
768596291618299904,1342,5239
768554158521745409,6123,0
768473857036525572,3614,14209
768193404517830656,3740,11353
767884188863397888,1462,4961
767754930266464257,5664,16705
767500508068192258,2453,7796
767191397493538821,3978,12778
767122157629476866,2996,10548
766864461642756096,5947,0
766793450729734144,1419,5290
766714921925144576,400,2716
766693177336135680,833,4188
766423258543644672,1675,6266
766313316352462849,1974,7062
766078092750233600,2739,0
766069199026450432,897,4435
766008592277377025,521,3905
765719909049503744,2246,7530
765669560888528897,1278,5409
765395769549590528,3574,27568
765371061932261376,2266,7377
765222098633691136,3550,12088
764857477905154048,1860,6694
764259802650378240,1586,6278
763956972077010945,57,778
763837565564780549,4377,13098
763183847194451968,1551,5604
763167063695355904,3169,0
763103485927849985,2395,7660
762699858130116608,3800,12651
762471784394268675,6779,11712
762464539388485633,4393,10716
762316489655476224,1180,4994
762035686371364864,16350,33220
761976711479193600,2110,5612
761750502866649088,4130,0
761745352076779520,897,4430
761672994376806400,30522,51495
761599872357261312,1234,4286
761371037149827077,18913,0
761334018830917632,1521,5403
761292947749015552,1149,4638
761227390836215808,1632,5514
761004547850530816,3641,11771
760893934457552897,1023,3962
760656994973933572,2001,6874
760641137271070720,1348,5151
760539183865880579,3802,7879
760521673607086080,1466,4395
760290219849637889,12057,27876
760252756032651264,908,4103
760190180481531904,1890,5927
760153949710192640,31,0
759943073749200896,2188,6164
759923798737051648,5947,15236
759846353224826880,2069,6970
759793422261743616,1992,6192
759566828574212096,22118,0
759557299618865152,1230,4875
759447681597108224,2552,8833
759446261539934208,505,1732
759197388317847553,2044,6292
759159934323924993,1223,0
759099523532779520,4362,15082
759047813560868866,2118,6746
758854675097526272,935,3685
758828659922702336,4028,11608
758740312047005698,1686,5947
758474966123810816,1042,3956
758467244762497024,2326,4981
758405701903519748,2022,5393
758355060040593408,1135,3543
758099635764359168,10516,19888
758041019896193024,390,2803
757741869644341248,3411,7133
757729163776290825,8437,0
757725642876129280,1268,4701
757611664640446465,1159,4737
757597904299253760,309,0
757596066325864448,1104,4492
757400162377592832,7167,15715
757393109802180609,1817,6035
757354760399941633,1492,4683
756998049151549440,2076,6518
756939218950160384,2105,6887
756651752796094464,1367,5238
756526248105566208,3766,10792
756303284449767430,1140,4091
756288534030475264,18258,44419
756275833623502848,1598,6662
755955933503782912,3018,7600
755206590534418437,5595,17054
755110668769038337,11600,22012
754874841593970688,8328,0
754856583969079297,2640,7136
754747087846248448,548,2667
754482103782404096,2041,5507
754449512966619136,760,3888
754120377874386944,2449,8147
753655901052166144,2256,6041
753420520834629632,3726,8215
753398408988139520,2006,5978
753375668877008896,2441,7912
753298634498793472,6002,0
753294487569522689,1092,3498
753039830821511168,21885,38476
753026973505581056,1015,4048
752932432744185856,7173,13083
752917284578922496,1650,7144
752701944171524096,3009,0
752682090207055872,1675,6205
752660715232722944,1640,4550
752568224206688256,2387,5729
752519690950500352,3596,7633
752334515931054080,1153,3943
752309394570878976,17248,0
752173152931807232,1917,6156
751950017322246144,972,3178
751937170840121344,1402,5387
751830394383790080,2036,5996
751793661361422336,3030,6060
751598357617971201,3171,8184
751583847268179968,1156,4550
751538714308972544,1318,5221
751456908746354688,1047,3314
751251247299190784,6153,12948
751205363882532864,1904,6535
751132876104687617,1355,5241
750868782890057730,1441,4949
750719632563142656,5257,13653
750506206503038976,1187,4595
750429297815552001,4473,13617
750383411068534784,1190,4717
750381685133418496,29,728
750147208377409536,1002,3220
750132105863102464,1345,3764
750117059602808832,1362,4485
750101899009982464,879,3148
750086836815486976,563,2248
750071704093859840,3489,8143
750056684286914561,941,3256
750041628174217216,648,3283
750026558547456000,821,2802
750011400160841729,947,3346
749996283729883136,848,3160
749981277374128128,2557,5285
749774190421639168,1370,4818
749417653287129088,1727,6307
749403093750648834,559,2711
749395845976588288,3593,8876
749317047558017024,2321,5665
749075273010798592,2152,5951
749064354620928000,1580,4952
749036806121881602,819,3207
748977405889503236,3549,11089
748932637671223296,2359,6021
748705597323898880,984,2857
748699167502000129,1659,4898
748692773788876800,1376,4380
748575535303884801,2063,6271
748568946752774144,695,2258
748346686624440324,1289,5385
748337862848962560,4276,7918
748324050481647620,793,3806
748307329658011649,736,3782
748220828303695873,8134,14620
747963614829678593,2230,5962
747933425676525569,2651,6835
747885874273214464,1021,3042
747844099428986880,778,2899
747816857231626240,1211,4998
747651430853525504,161,1426
747648653817413632,6079,13329
747600769478692864,577,2393
747594051852075008,1092,3805
747512671126323200,1655,5704
747461612269887489,1073,3990
747439450712596480,1999,5605
747242308580548608,2993,0
747219827526344708,1639,5463
747204161125646336,953,3483
747103485104099331,4142,9885
746906459439529985,310,2986
746872823977771008,2225,6178
746818907684614144,1801,5463
746790600704425984,1654,5026
746757706116112384,4066,9865
746726898085036033,1859,6228
746542875601690625,1938,5194
746521445350707200,1019,0
746507379341139972,1118,4786
746369468511756288,1703,6365
746131877086527488,2294,7129
746056683365994496,842,3657
745789745784041472,1110,4143
745712589599014916,2416,7208
745433870967832576,2644,7305
745422732645535745,2527,8849
745314880350101504,2881,7390
745074613265149952,3650,8073
745057283344719872,2364,7456
744995568523612160,642,3053
744971049620602880,2799,8131
744709971296780288,1624,5776
744334592493166593,2208,6972
744234799360020481,81139,161326
744223424764059648,383,1729
743980027717509120,1137,4292
743895849529389061,992,3750
743835915802583040,2165,0
743609206067040256,1432,4618
743595368194129920,6808,18980
743545585370791937,976,3637
743510151680958465,3848,8150
743253157753532416,1270,4354
743222593470234624,1972,6385
743210557239623680,1418,3960
742534281772302336,3685,7257
742528092657332225,2052,4549
742465774154047488,4026,7468
742423170473463808,3912,10102
742385895052087300,2052,7001
742161199639494656,1433,4470
742150209887731712,1602,5283
741793263812808706,1564,4674
741743634094141440,2869,8415
741438259667034112,863,3771
741303864243200000,3335,9036
741099773336379392,5732,10308
741067306818797568,3211,9741
740995100998766593,2858,6560
740711788199743490,968,3507
740699697422163968,810,2916
740676976021798912,7053,18684
740373189193256964,13769,35807
740365076218183684,444,2539
740359016048689152,886,3390
740214038584557568,2040,6875
739979191639244800,6123,20528
739932936087216128,1119,4167
739844404073074688,887,3908
739623569819336705,1404,3893
739606147276148736,1714,5512
739544079319588864,22118,40753
739485634323156992,3038,7376
739238157791694849,60127,119195
738891149612572673,6,112
738885046782832640,1183,3875
738883359779196928,831,3405
738537504001953792,1611,5236
738402415918125056,865,3327
738184450748633089,1251,4429
738166403467907072,3516,9029
738156290900254721,669,2578
737826014890496000,1824,5413
737800304142471168,3595,10270
737678689543020544,1377,5171
737445876994609152,4610,10554
737322739594330112,837,3694
737310737551491075,7661,15085
736736130620620800,1795,4406
736392552031657984,7662,18206
736365877722001409,1286,4095
736225175608430592,2871,8335
736010884653420544,3091,8108
735991953473572864,1187,3691
735648611367784448,1141,4120
735635087207878657,2418,6344
735274964362878976,5232,13349
735256018284875776,912,3424
735137028879360001,997,3205
734912297295085568,539,2816
734787690684657664,6498,12889
734776360183431168,562,2580
734559631394082816,409,1529
733828123016450049,810,3668
733822306246479872,1045,3762
733482008106668032,977,3221
733460102733135873,1326,4319
733109485275860992,17352,50548
732732193018155009,550,2504
732726085725589504,912,3634
