tweet_id,retweet_count,favorite_count
732585889486888962,798,3770
732375214819057664,2600,8298
732005617171337216,5608,15302
731285275100512256,1011,3571
731156023742988288,1311,3928
730924654643314689,2045,6298
730573383004487680,2213,5038
730427201120833536,1081,3570
730211855403241472,1085,3921
730196704625098752,1987,4985
729854734790754305,1166,4140
729838605770891264,396,1755
729823566028484608,1280,4087
729463711119904772,2393,5937
729113531270991872,335,1929
728986383096946689,843,3230
728760639972315136,1765,4788
728751179681943552,700,2846
728653952833728512,1067,3390
728409960103686147,2070,5034
728387165835677696,989,3767
728046963732717569,1220,4421
728035342121635841,1716,4670
728015554473250816,1139,4206
727685679342333952,656,3017
727644517743104000,1804,6024
727524757080539137,1265,4571
727314416056803329,770,3418
727286334147182592,839,3116
727175381690781696,1426,3996
727155742655025152,1370,3731
726935089318363137,2530,7062
726887082820554753,1560,3927
726828223124897792,1032,3648
726224900189511680,1180,4517
725842289046749185,2739,7220
725786712245440512,1406,4260
725729321944506368,1844,5320
725458796924002305,634,1442
724983749226668032,1347,3807
724771698126512129,658,2430
724405726123311104,1685,5412
724049859469295616,1829,4428
724046343203856385,577,2722
724004602748780546,1613,4287
723912936180330496,1270,3987
723688335806480385,3050,7863
723673163800948736,919,3089
723179728551723008,1921,5408
722974582966214656,1606,4201
722613351520608256,1685,5088
721503162398597120,1919,4736
721001180231503872,633,2590
720785406564900865,791,3192
720775346191278080,688,2545
720415127506415616,1546,4231
720389942216527872,2585,6535
720340705894408192,1007,2941
720059472081784833,1148,3972
720043174954147842,2069,5020
719991154352222208,1792,4950
719704490224398336,1486,4664
719551379208073216,1973,5177
719367763014393856,763,2862
719339463458033665,1283,4520
719332531645071360,982,3502
718971898235854848,1115,3569
718939241951195136,1815,5373
718631497683582976,8294,19303
718613305783398402,496,2494
718540630683709445,1046,2535
718460005985447936,540,2766
718454725339934721,1547,4972
718246886998687744,515,1979
718234618122661888,1033,3972
717841801130979328,615,2519
717790033953034240,1151,2953
717537687239008257,1895,5899
717428917016076293,463,1652
717421804990701568,868,3227
717047459982213120,1984,6431
717009362452090881,1002,3332
716802964044845056,1215,4399
716791146589110272,1577,7456
716730379797970944,442,1265
716447146686459905,6076,13393
716439118184652801,217,2429
716285507865542656,1112,2842
716080869887381504,1968,6900
715928423106027520,903,3268
715758151270801409,1480,3813
715733265223708672,1733,4779
715704790270025728,582,2876
715696743237730304,1331,4004
715680795826982913,1667,4427
715360349751484417,1616,5600
715342466308784130,712,3108
715220193576927233,673,2478
715200624753819648,1941,5257
715009755312439296,1273,4273
714982300363173890,1063,3836
714962719905021952,4412,7534
714957620017307648,1453,4226
714631576617938945,1029,3346
714606013974974464,948,3723
714485234495041536,1183,2758
714258258790387713,736,3100
714251586676113411,855,3354
714214115368108032,902,2330
714141408463036416,1441,4418
713919462244790272,800,3371
713909862279876608,550,1967
713900603437621249,758,2911
713761197720473600,1418,4996
713411074226274305,1331,4530
713177543487135744,2918,7400
713175907180089344,1509,4576
712809025985978368,6919,19013
712717840512598017,5146,12659
712668654853337088,1247,4273
712438159032893441,1604,5461
712309440758808576,25,248
712097430750289920,1070,3884
712092745624633345,917,3015
712085617388212225,498,3340
712065007010385924,649,2321
711998809858043904,130,0
711968124745228288,2383,8270
711743778164514816,1014,2922
711732680602345472,4255,9107
711694788429553666,18913,33682
711652651650457602,942,3956
711363825979756544,1169,3757
711306686208872448,748,3395
711008018775851008,630,3067
710997087345876993,1423,4681
710844581445812225,715,2614
710833117892898816,551,2761
710658690886586372,577,2371
710609963652087808,2445,4918
710588934686908417,1923,4665
710296729921429505,764,2438
710283270106132480,534,2198
710272297844797440,1283,4651
710269109699739648,1161,2457
710153181850935296,917,2983
710140971284037632,910,2843
710117014656950272,2051,5642
709918798883774466,1091,3064
709901256215666688,104,692
709852847387627521,1234,3601
709566166965075968,1242,3630
709556954897764353,1097,3377
709519240576036864,241,1530
709449600415961088,591,2290
709409458133323776,704,2689
709225125749587968,587,2465
709207347839836162,6011,12894
709198395643068416,664,2489
709179584944730112,688,2059
709158332880297985,429,2098
709042156699303936,1692,4878
708853462201716736,675,1839
708845821941387268,923,3071
708834316713893888,519,1723
708810915978854401,7146,16925
708738143638450176,843,2816
708711088997666817,744,2613
708479650088034305,696,2621
708469915515297792,842,3171
708400866336894977,10424,16420
708356463048204288,1367,3690
708349470027751425,759,2413
708149363256774660,1595,4390
708130923141795840,870,3481
708119489313951744,1009,2758
708109389455101952,558,1987
708026248782585858,1983,4490
707995814724026368,1161,3221
707983188426153984,2,51
707969809498152960,997,2774
707776935007539200,981,3371
707741517457260545,631,2559
707738799544082433,2554,4198
707693576495472641,1031,3514
707629649552134146,910,2641
707610948723478529,6576,17420
707420581654872064,715,2339
707411934438625280,613,2347
707387676719185920,1334,3597
707377100785885184,1114,3368
707315916783140866,662,2538
707297311098011648,818,2853
707059547140169728,696,2654
707038192327901184,812,2249
707021089608753152,1416,4193
707014260413456384,610,2364
706904523814649856,8100,14976
706901761596989440,614,2123
706681918348251136,1001,3417
706644897839910912,1130,2648
706593038911545345,649,2217
706538006853918722,1466,3555
706516534877929472,1059,3183
706346369204748288,954,3541
706310011488698368,8223,21945
706291001778950144,484,1746
706265994973601792,957,2807
706169069255446529,2295,4017
706166467411222528,1654,5295
706153300320784384,392,1524
705975130514706432,757,3194
705970349788291072,918,3232
705898680587526145,571,2425
705786532653883392,536,2001
705591895322394625,1187,3256
705475953783398401,949,3029
705442520700944385,1680,4558
705428427625635840,1741,3912
705239209544720384,772,3080
705223444686888960,823,2639
705102439679201280,527,2210
705066031337840642,631,2236
704871453724954624,1151,4390
704859558691414016,562,2315
704847917308362754,1586,5234
704819833553219584,1020,2714
704761120771465216,2993,6805
704499785726889984,1037,3006
704491224099647488,83,781
704480331685040129,1095,3479
704364645503647744,3673,8222
704347321748819968,359,1629
704134088924532736,479,1547
704113298707505153,582,1899
704054845121142784,941,3010
703774238772166656,480,1887
703769065844768768,1177,3374
703631701117943808,707,2664
703611486317502464,1572,3959
703425003149250560,1417,3892
703407252292673536,718,2523
703382836347330562,1171,3602
703356393781329922,398,1962
703268521220972544,561,2022
703079050210877440,3197,7603
703041949650034688,12942,27074
702932127499816960,746,2665
702899151802126337,471,1650
702684942141153280,1108,3322
702671118226825216,574,2262
702598099714314240,3548,12515
702539513671897089,989,2953
702332542343577600,1611,3273
702321140488925184,1072,3363
702276748847800320,788,2540
702217446468493312,1383,4933
701981390485725185,1028,3548
701952816642965504,1056,3932
701889187134500865,1433,3636
701805642395348998,1743,3528
701601587219795968,474,2145
701570477911896070,956,2892
701545186879471618,634,2729
701214700881756160,5281,12563
700890391244103680,588,2274
700864154249383937,637,2662
700847567345688576,518,2515
700796979434098688,985,2507
700747788515020802,9668,23517
700518061187723268,824,2698
700505138482569216,591,2346
700462010979500032,1855,4242
700167517596164096,771,2718
700151421916807169,692,2301
700143752053182464,2824,7736
700062718104104960,716,2727
700029284593901568,603,2131
700002074055016451,1382,3410
699801817392291840,986,3147
699788877217865730,519,2300
699779630832685056,1286,2835
699775878809702401,623,2009
699691744225525762,4778,10543
699446877801091073,2699,6104
699434518667751424,526,2220
699423671849451520,338,1414
699413908797464576,636,2134
699370870310113280,452,1940
699323444782047232,896,3255
699088579889332224,653,2301
699079609774645248,677,2517
699072405256409088,1229,3081
699060279947165696,1866,3871
699036661657767936,1232,2675
698989035503689728,1011,3469
698953797952008193,936,2780
698907974262222848,646,2612
698710712454139905,703,2535
698703483621523456,394,1494
698635131305795584,351,1327
698549713696649216,641,2394
698355670425473025,465,1921
698342080612007937,981,2325
698262614669991936,2068,4887
698195409219559425,6168,17248
698178924120031232,767,2894
697995514407682048,343,1566
697990423684476929,1338,3375
697943111201378304,709,2460
697881462549430272,1226,3102
697630435728322560,555,1802
697616773278015490,1041,3242
697596423848730625,1302,3118
697575480820686848,514,2099
697516214579523584,1162,2132
697482927769255936,695,2485
697463031882764288,1428,3510
697270446429966336,1935,4814
697259378236399616,1037,3383
697255105972801536,1201,3111
697242256848379904,690,2583
696900204696625153,1052,3265
696894894812565505,695,2408
696886256886657024,1867,5004
696877980375769088,728,2508
696754882863349760,370,1528
696744641916489729,970,2127
696713835009417216,669,2440
696518437233913856,1764,4016
696490539101908992,147,1249
696488710901260288,1062,2613
696405997980676096,1187,3293
696100768806522880,681,1989
695816827381944320,1207,3094
695794761660297217,806,3255
695767669421768709,770,1923
695629776980148225,2169,4702
695446424020918272,1879,4508
695409464418041856,3703,8902
695314793360662529,1507,3735
695095422348574720,638,2709
695074328191332352,1141,2926
695064344191721472,618,1641
695051054296211456,810,2737
694925794720792577,946,2766
694905863685980160,963,2826
694669722378485760,14917,36778
694356675654983680,294,1549
694352839993344000,637,2098
694342028726001664,495,1611
694329668942569472,517,2057
694206574471057408,2097,4286
694183373896572928,964,3031
694001791655137281,1063,3491
693993230313091072,416,1925
693942351086120961,381,1786
693647888581312512,609,2769
693644216740769793,129,1380
693642232151285760,426,2608
693629975228977152,819,2516
693622659251335168,380,1584
693590843962331137,2037,5196
693582294167244802,262,1693
693486665285931008,653,1831
693280720173801472,1276,3460
693267061318012928,840,2453
693262851218264065,516,2288
693231807727280129,756,2945
693155686491000832,3322,8094
693109034023534592,641,1771
693095443459342336,479,1919
692919143163629568,778,2737
692905862751522816,906,2504
692901601640583168,622,1826
692894228850999298,833,2343
692828166163931137,910,2959
692752401762250755,3761,7020
692568918515392513,1591,4474
692535307825213440,1410,3272
692530551048294401,427,1892
692423280028966913,238,1521
692417313023332352,3597,9586
692187005137076224,847,2597
692158366030913536,815,2204
692142790915014657,407,1691
692041934689402880,1312,3491
692017291282812928,990,2946
691820333922455552,1723,4064
691793053716221953,4365,8361
691756958957883396,1047,2955
691675652215414786,524,2003
691483041324204033,579,2450
691459709405118465,1185,4159
691444869282295808,873,2728
691416866452082688,7906,19867
691321916024623104,677,2644
691096613310316544,910,3045
691090071332753408,347,1761
690989312272396288,2975,6067
690959652130045952,1297,3689
690938899477221376,2056,4237
690932576555528194,1063,3383
690735892932222976,1308,3893
690728923253055490,536,2241
690690673629138944,830,2390
690649993829576704,288,1348
690607260360429569,17,301
690597161306841088,630,2022
690400367696297985,469,1929
690374419777196032,877,3350
690360449368465409,919,2729
690348396616552449,535,1552
690248561355657216,429,1724
690021994562220032,1066,2872
690015576308211712,761,2580
690005060500217858,1749,3767
689999384604450816,384,1470
689993469801164801,467,1500
689977555533848577,465,1407
689905486972461056,719,2504
689877686181715968,1217,3115
689835978131935233,772,2221
689661964914655233,957,3298
689659372465688576,4027,10657
689623661272240129,662,2294
689599056876867584,5732,11976
689557536375177216,473,2110
689517482558820352,1482,3500
689289219123089408,974,2318
689283819090870273,1145,3377
689280876073582592,738,2045
689275259254616065,250,1186
689255633275777024,1118,2630
689154315265683456,1027,3158
689143371370250240,526,2065
688916208532455424,902,2808
688908934925697024,804,2176
688898160958271489,817,2162
688894073864884227,718,2303
688828561667567616,384,1418
688804835492233216,198,991
688789766343622656,681,2283
688547210804498433,724,2689
688519176466644993,750,2386
688385280030670848,4613,9558
688211956440801280,859,2293
688179443353796608,604,2185
688116655151435777,805,2913
688064179421470721,370,1785
687841446767013888,2612,5623
687826841265172480,1171,2815
687818504314159109,987,2556
687807801670897665,733,2464
687732144991551489,683,1811
687704180304273409,868,2506
687664829264453632,523,1995
687494652870668288,592,1962
687480748861947905,249,1647
687476254459715584,552,2038
687460506001633280,561,2121
687399393394311168,643,1955
687317306314240000,9478,20708
687312378585812992,1960,4487
687127927494963200,2375,5617
687124485711986689,515,2235
687109925361856513,2554,5981
687102708889812993,1015,2409
687096057537363968,623,2312
686947101016735744,3301,8860
686760001961103360,1427,3628
686749460672679938,1505,3581
686730991906516992,1240,4265
686683045143953408,834,2905
686618349602762752,1407,3799
686606069955735556,558,1956
686394059078897668,708,1788
686386521809772549,909,3352
686377065986265092,586,2276
686358356425093120,701,2255
686286779679375361,1717,4117
686050296934563840,747,2265
686035780142297088,123,1191
686034024800862208,1196,3209
686007916130873345,430,2564
686003207160610816,662,1879
685973236358713344,539,2174
685943807276412928,619,1674
685906723014619143,3011,7728
685681090388975616,129,2090
685667379192414208,594,2415
685663452032069632,1516,3352
685641971164143616,810,3020
685547936038666240,16257,33904
685532292383666176,1203,3124
685325112850124800,4130,9750
685321586178670592,669,2728
685315239903100929,1107,3441
685307451701334016,458,2131
685268753634967552,1243,3195
685198997565345792,692,2407
685169283572338688,1479,4225
684969860808454144,387,2438
684959798585110529,3239,7003
684940049151070208,1079,3315
684926975086034944,481,3600
684914660081053696,1521,3609
684902183876321280,553,1931
684880619965411328,852,2164
684830982659280897,22448,36051
684800227459624960,1040,2799
684594889858887680,3653,9180
684588130326986752,1459,4228
684567543613382656,1274,3101
684538444857667585,988,2721
684481074559381504,1213,3993
684460069371654144,574,2039
684241637099323392,3411,8396
684225744407494656,217,1271
684222868335505415,1420,3939
684200372118904832,1066,2223
684195085588783105,536,1968
684188786104872960,1221,3587
684177701129875456,691,2070
684147889187209216,1556,3065
684122891630342144,489,2060
684097758874210310,1485,4233
683857920510050305,1153,3914
683852578183077888,363,1983
683849932751646720,1005,2682
683834909291606017,1150,2705
683828599284170753,1102,2888
683773439333797890,1402,3433
683742671509258241,3447,6686
683515932363329536,3009,7553
683498322573824003,999,3262
683481228088049664,1033,2723
683462770029932544,699,2495
683449695444799489,1665,4012
683391852557561860,2473,7855
683357973142474752,965,3014
683142553609318400,1079,2970
683111407806746624,941,3499
683098815881154561,683,2228
683078886620553216,581,2038
683030066213818368,760,2217
682962037429899265,17284,37991
682808988178739200,184,1827
682788441537560576,1152,2540
682750546109968385,455,1562
682697186228989953,373,1348
682662431982772225,1125,3141
682638830361513985,628,2119
682429480204398592,1205,3527
682406705142087680,1825,7797
682393905736888321,705,2299
682389078323662849,483,1711
682303737705140231,1034,3153
682259524040966145,1254,4278
682242692827447297,1219,3346
682088079302213632,10256,18816
682059653698686977,1755,5090
682047327939461121,993,3283
682032003584274432,2095,6774
682003177596559360,1583,3233
681981167097122816,1071,2885
681891461017812993,848,2539
681694085539872773,4213,13143
681679526984871937,464,1817
681654059175129088,961,2715
681610798867845120,488,1964
681579835668455424,1348,3646
681523177663676416,6002,14707
681340665377193984,292,1684
681339448655802368,4226,9558
681320187870711809,775,2719
681302363064414209,1886,4061
681297372102656000,996,3297
681281657291280384,1138,3308
681261549936340994,286,1498
681242418453299201,557,1531
681231109724700672,504,2471
681193455364796417,1538,3806
680970795137544192,686,2487
680959110691590145,2069,4697
680940246314430465,1087,3295
680934982542561280,450,2131
680913438424612864,642,2467
680889648562991104,379,1811
680836378243002368,1372,3552
680805554198020098,684,2212
680801747103793152,847,2437
680798457301471234,1076,2925
680609293079592961,733,2707
680583894916304897,1387,3722
680497766108381184,1981,4352
680494726643068929,503,1766
680473011644985345,767,2616
680440374763077632,523,1495
680221482581123072,302,1500
680206703334408192,1218,2913
680191257256136705,522,2203
680176173301628928,1614,3998
680161097740095489,763,2386
680145970311643136,1805,3705
680130881361686529,981,2345
680115823365742593,935,2786
680100725817409536,1424,3671
680085611152338944,9266,13127
680070545539371008,907,2649
679877062409191424,673,2022
679872969355714560,688,2234
679862121895714818,647,2511
679854723806179328,1274,2931
679844490799091713,787,2428
679828447187857408,14495,37206
679777920601223168,1150,3165
679736210798047232,822,2147
679729593985699840,852,2218
679722016581222400,482,1694
679530280114372609,2147,4891
679527802031484928,747,2703
679511351870550016,1309,3454
679503373272485890,1521,3220
679475951516934144,657,2139
679462823135686656,19470,32497
679405845277462528,1240,2427
679158373988876288,8328,21910
679148763231985668,1066,2842
679132435750195208,1198,3039
679111216690831360,2643,6114
679062614270468097,8437,17431
679047485189439488,696,2300
679001094530465792,1266,2902
678991772295516161,1213,2368
678969228704284672,479,1686
678800283649069056,932,2640
678798276842360832,1210,3538
678774928607469569,943,2872
678767140346941444,1401,3621
678764513869611008,491,1678
678755239630127104,3390,7289
678740035362037760,1735,3844
678708137298427904,2500,5703
678675843183484930,1518,2926
678643457146150913,436,2092
678446151570427904,1613,4092
678424312106393600,2613,5537
678410210315247616,1875,4329
678399652199309312,32733,80902
678396796259975168,429,1623
678389028614488064,435,1912
678380236862578688,937,2491
678341075375947776,549,1764
678334497360859136,264,1329
678278586130948096,6262,11668
678255464182861824,378,1624
678023323247357953,393,1966
678021115718029313,6516,14014
677961670166224897,1729,3488
677918531514703872,425,1378
677895101218201600,2155,4926
677716515794329600,992,3123
677700003327029250,1487,3456
677698403548192770,331,1257
677687604918272002,867,2529
677673981332312066,1539,3389
677662372920729601,988,1974
677644091929329666,820,1892
677573743309385728,737,2171
677565715327688705,470,1323
677557565589463040,1185,2483
677547928504967168,3753,7043
677530072887205888,234,1091
677335745548390400,1835,3093
677334615166730240,296,1374
677331501395156992,241,1115
677328882937298944,1543,3693
677314812125323265,544,1672
677301033169788928,418,1256
677269281705472000,722,2032
677228873407442944,1677,3596
677187300187611136,945,2786
676975532580409345,1104,2832
676957860086095872,827,2261
676949632774234114,406,1331
676948236477857792,889,2211
676946864479084545,383,1745
676942428000112642,772,2110
676936541936185344,5015,12910
676916996760600576,1830,3015
676897532954456065,733,2287
676864501615042560,728,2130
676821958043033607,15959,23397
676819651066732545,684,1834
676811746707918848,433,1439
676776431406465024,2063,5080
676617503762681856,1002,2942
676613908052996102,203,1098
676606785097199616,448,1908
676603393314578432,389,1177
676593408224403456,2197,4637
676590572941893632,128,923
676588346097852417,806,2347
676582956622721024,287,1216
676575501977128964,1139,2625
676533798876651520,566,1898
676496375194980353,542,1540
676470639084101634,4775,11756
676440007570247681,681,1738
676430933382295552,352,1414
676263575653122048,562,2102
676237365392908289,297,1237
676219687039057920,31627,76491
676215927814406144,594,1763
676191832485810177,1055,2306
676146341966438401,670,1936
676121918416756736,1181,2180
676101918813499392,1187,2844
676098748976615425,1456,3043
676089483918516224,445,1330
675898130735476737,583,1640
675891555769696257,877,2154
675888385639251968,976,2409
675878199931371520,1422,4212
675870721063669760,580,1654
675853064436391936,1321,2713
675849018447167488,149,943
675845657354215424,900,2297
675822767435051008,548,1538
675820929667219457,237,1058
675798442703122432,3452,10359
675781562965868544,484,1641
675740360753160193,352,1179
675710890956750848,833,1907
675707330206547968,702,1998
675706639471788032,100,649
675534494439489536,426,1837
675531475945709568,390,1195
675522403582218240,294,1049
675517828909424640,468,1299
675501075957489664,5915,17294
675497103322386432,1319,3167
675489971617296384,612,1309
675483430902214656,991,1847
675432746517426176,576,1534
675372240448454658,521,1699
675362609739206656,236,1057
675354435921575936,17248,32966
675349384339542016,2298,3950
675334060156301312,1310,2794
675166823650848770,1631,3636
675153376133427200,2626,6320
675149409102012420,1706,3757
675147105808306176,240,946
675146535592706048,316,1200
675145476954566656,916,2147
675135153782571009,500,1304
675113801096802304,797,1959
675111688094527488,258,971
675109292475830276,1148,2811
675047298674663426,333,1067
675015141583413248,1207,2722
675006312288268288,231,995
675003128568291329,476,1569
674999807681908736,1113,2261
674805413498527744,359,862
674800520222154752,871,3037
674793399141146624,1097,2520
674790488185167872,252,1113
674788554665512960,211,819
674781762103414784,1216,2010
674774481756377088,480,1123
674767892831932416,797,1834
674764817387900928,242,790
674754018082705410,453,1366
674752233200820224,472,1464
674743008475090944,559,1411
674742531037511680,51,491
674739953134403584,395,1111
674737130913071104,94,647
674690135443775488,470,1149
674670581682434048,659,1607
674664755118911488,257,924
674646392044941312,500,1445
674644256330530816,270,1026
674638615994089473,589,1690
674632714662858753,584,1510
674606911342424069,101,942
674468880899788800,2061,6250
674447403907457024,357,1065
674436901579923456,396,1117
674422304705744896,543,1441
674416750885273600,142,681
674410619106390016,472,1203
674394782723014656,581,1513
674372068062928900,320,851
674330906434379776,74,564
674318007229923329,521,1426
674307341513269249,7012,11350
674291837063053312,5934,14770
674271431610523648,738,1577
674269164442398721,227,909
674265582246694913,856,1657
674262580978937856,459,1304
674255168825880576,557,1468
674082852460433408,172,756
674075285688614912,292,986
674063288070742018,2224,6372
674053186244734976,1311,3325
674051556661161984,492,1447
674045139690631169,645,1424
674042553264685056,130,725
674038233588723717,417,1104
674036086168010753,213,850
674024893172875264,1227,1789
674019345211760640,302,1130
674014384960745472,645,1562
674008982932058114,357,1199
673956914389192708,965,1949
673919437611909120,375,1170
673906403526995968,1636,3195
673887867907739649,254,928
673716320723169284,752,3078
673715861853720576,2083,3541
673711475735838725,302,1039
673709992831262724,277,847
673708611235921920,288,1080
673707060090052608,395,1098
673705679337693185,406,1250
673700254269775872,570,1439
673697980713705472,1955,3798
673689733134946305,656,1736
673688752737402881,500,1267
673686845050527744,444,1435
673680198160809984,472,1373
673662677122719744,366,1252
673656262056419329,243,719
673636718965334016,361,1099
673612854080196609,727,1595
673583129559498752,365,1184
673580926094458881,274,835
673576835670777856,564,1387
673363615379013632,307,1021
673359818736984064,674,1449
673355879178194945,574,1488
673352124999274496,537,1652
673350198937153538,216,745
673345638550134785,1273,2500
673343217010679808,272,967
673342308415348736,588,1268
673320132811366400,7943,13431
673317986296586240,261,875
673295268553605120,3169,7510
673270968295534593,368,1058
673240798075449344,736,1415
673213039743795200,844,2241
673148804208660480,632,1678
672997845381865473,725,1967
672995267319328768,294,949
672988786805112832,295,981
672984142909456390,545,1252
672980819271634944,1014,1818
672975131468300288,905,1672
672970152493887488,360,941
672968025906282496,547,1308
672964561327235073,640,1412
672902681409806336,508,1358
672898206762672129,427,903
672884426393653248,838,1540
672877615439593473,364,1029
672834301050937345,568,1307
672828477930868736,494,1252
672640509974827008,324,973
672622327801233409,491,1295
672614745925664768,586,1217
672609152938721280,388,1107
672604026190569472,401,1105
672594978741354496,608,1322
672591762242805761,334,946
672591271085670400,184,720
672538107540070400,365,1025
672523490734551040,172,633
672488522314567680,440,1107
672482722825261057,598,1128
672481316919734272,124,716
672475084225949696,700,1422
672466075045466113,536,1351
672272411274932228,3374,6427
672267570918129665,618,1490
672264251789176834,338,1135
672256522047614977,1544,2800
672254177670729728,743,1424
672248013293752320,607,1713
672245253877968896,160,682
672239279297454080,322,891
672231046314901505,1010,1824
672222792075620352,214,779
672205392827572224,1158,2255
672169685991993344,369,1011
672160042234327040,357,871
672139350159835138,702,1744
672125275208069120,1144,2393
672095186491711488,371,1001
672082170312290304,366,935
672068090318987265,518,1286
671896809300709376,4155,8470
671891728106971137,576,1326
671882082306625538,1380,3449
671879137494245376,676,1410
671874878652489728,555,1242
671866342182637568,493,1109
671855973984772097,440,903
671789708968640512,3483,7037
671768281401958400,512,1185
671763349865160704,918,1671
671744970634719232,774,1350
671743150407421952,235,742
671735591348891648,750,1435
671729906628341761,4341,8470
671561002136281088,7216,12753
671550332464455680,208,907
671547767500775424,599,1344
671544874165002241,1044,1967
671542985629241344,563,1087
671538301157904385,398,924
671536543010570240,405,1163
671533943490011136,581,1012
671528761649688577,263,838
671520732782923777,529,1396
671518598289059840,292,951
671511350426865664,718,1598
671504605491109889,3536,6976
671497587707535361,444,907
671488513339211776,467,1008
671486386088865792,201,576
671485057807351808,232,758
671390180817915904,737,1429
671362598324076544,295,1099
671357843010908160,148,397
671355857343524864,115,480
671347597085433856,426,953
671186162933985280,210,734
671182547775299584,344,1113
671166507850801152,350,866
671163268581498880,1103,1650
671159727754231808,82,369
671154572044468225,218,709
671151324042559489,153,666
671147085991960577,224,667
671141549288370177,657,1153
671138694582165504,400,916
671134062904504320,196,744
671122204919246848,2509,3476
671115716440031232,778,1363
671109016219725825,439,1135
670995969505435648,292,1103
670842764863651840,8675,24496
670840546554966016,193,589
670838202509447168,693,1100
670833812859932673,123,440
670832455012716544,217,728
670826280409919488,4037,5508
670823764196741120,187,769
670822709593571328,94,607
670815497391357952,1534,3155
670811965569282048,271,1120
670807719151067136,492,1151
670804601705242624,958,1943
670803562457407488,87,340
670797304698376195,238,735
670792680469889025,277,823
670789397210615808,243,655
670786190031921152,201,600
670783437142401025,389,817
670782429121134593,769,1550
670780561024270336,287,782
670778058496974848,72,325
670764103623966721,417,1063
670755717859713024,109,435
670733412878163972,511,957
670727704916926465,360,819
670717338665226240,496,1199
670704688707301377,372,766
670691627984359425,244,589
670679630144274432,279,745
670676092097810432,42,245
670668383499735048,5015,10651
670474236058800128,745,1507
670468609693655041,86,349
670465786746662913,551,970
670452855871037440,204,546
670449342516494336,657,1188
670444955656130560,1979,6697
670442337873600512,199,640
670435821946826752,513,1048
670434127938719744,647,1392
670433248821026816,114,327
670428280563085312,620,1369
670427002554466305,162,521
670421925039075328,628,1297
670420569653809152,314,626
670417414769758208,316,567
670411370698022913,888,2009
670408998013820928,223,554
670403879788544000,155,431
670385711116361728,204,552
670374371102445568,269,745
670361874861563904,66,327
670338931251150849,110,421
670319130621435904,1223,3855
670303360680108032,130,427
670290420111441920,284,698
670093938074779648,333,1020
670086499208155136,250,693
670079681849372674,1227,2214
670073503555706880,783,1569
670069087419133954,237,623
670061506722140161,338,763
670055038660800512,332,667
670046952931721218,173,643
670040295598354432,110,751
670037189829525505,273,585
670003130994700288,92,332
669993076832759809,84,325
669972011175813120,159,445
669970042633789440,59,302
669942763794931712,161,500
669926384437997569,101,371
669923323644657664,55,232
669753178989142016,398,805
669749430875258880,65,265
669684865554620416,89,512
669683899023405056,111,387
669682095984410625,134,347
669680153564442624,288,662
669661792646373376,433,799
669625907762618368,1809,3510
669603084620980224,364,944
669597912108789760,151,512
669583744538451968,923,1486
669573570759163904,139,432
669571471778410496,1015,1583
669567591774625800,55,234
669564461267722241,123,383
669393256313184256,75,364
669375718304980992,727,1323
669371483794317312,179,496
669367896104181761,153,458
669363888236994561,224,613
669359674819481600,122,369
669354382627049472,1277,2693
669353438988365824,263,638
669351434509529089,185,434
669328503091937280,419,1014
669327207240699904,115,572
669324657376567296,207,495
669216679721873412,404,1186
669214165781868544,165,436
669203728096960512,474,998
669037058363662336,311,649
669015743032369152,374,736
669006782128353280,249,574
669000397445533696,6350,20791
668994913074286592,227,439
668992363537309700,345,740
668989615043424256,328,677
668988183816871936,466,892
668986018524233728,169,551
668981893510119424,304,533
668979806671884288,350,794
668975677807423489,577,1298
668967877119254528,22,146
668960084974809088,236,698
668955713004314625,72,278
668932921458302977,58,262
668902994700836864,102,316
668892474547511297,152,395
668872652652679168,300,520
668852170888998912,166,449
668826086256599040,136,430
668815180734689280,267,570
668779399630725120,373,705
668655139528511488,219,527
668645506898350081,523,882
668643542311546881,529,871
668641109086707712,538,1072
668636665813057536,485,1032
668633411083464705,1620,2787
668631377374486528,314,709
668627278264475648,114,315
668625577880875008,131,384
668623201287675904,760,1413
668620235289837568,41,199
668614819948453888,313,610
668587383441514497,1066,1665
668567822092664832,52,242
668544745690562560,220,509
668542336805281792,215,449
668537837512433665,73,250
668528771708952576,224,455
668507509523615744,105,321
668496999348633600,130,409
668484198282485761,233,420
668480044826800133,146,456
668466899341221888,515,876
668297328638447616,294,613
668291999406125056,29,239
668286279830867968,135,501
668274247790391296,228,815
668268907921326080,233,549
668256321989451776,607,1294
668248472370458624,480,973
668237644992782336,2827,6151
668226093875376128,102,297
668221241640230912,193,509
668204964695683073,193,553
668190681446379520,195,654
668171859951755264,192,484
668154635664932864,312,488
668142349051129856,280,567
668113020489474048,236,662
667937095915278337,779,1246
667924896115245057,113,297
667915453470232577,55,208
667911425562669056,302,487
667902449697558528,373,841
667886921285246976,1081,1869
667885044254572545,476,807
667878741721415682,116,388
667873844930215936,398,620
667866724293877760,1019,2982
667861340749471744,76,237
667832474953625600,61,290
667806454573760512,488,1046
667801013445750784,96,326
667793409583771648,329,693
667782464991965184,244,404
667773195014021121,55,234
667766675769573376,213,439
667728196545200128,147,376
667724302356258817,315,477
667550904950915073,34,0
667550882905632768,32,0
667549055577362432,2255,5727
667546741521195010,121,333
667544320556335104,520,852
667538891197542400,65,202
667534815156183040,524,807
